geo_id,population,week_start,week_end,case_count,hosp_count,death_count,total_hosp_incidental,pcr_test_count,pcr_test_pos_count,pcr_test_pos_percent
Auburn-North,44869.984,12/29/2019,1/4/2020,0,0,0,0,4,0,2.166666667
Auburn-North,44869.984,1/5/2020,1/11/2020,0,0,0,0,0,0,3.165566667
Auburn-North,44869.984,1/12/2020,1/18/2020,0,0,0,0,0,0,4.166666667
Auburn-North,44869.984,1/19/2020,1/25/2020,0,0,0,0,0,0,1.166666667
Auburn-North,44869.984,1/26/2020,2/1/2020,0,0,0,0,0,0,2.909090909
Auburn-North,44869.984,2/2/2020,2/8/2020,0,0,0,0,0,0,2.877697842
Auburn-North,44869.984,2/9/2020,2/15/2020,0,0,0,0,1,0,4.166666667
Auburn-North,44869.984,2/16/2020,2/22/2020,0,0,0,0,0,0,4.947368421
Auburn-North,44869.984,2/23/2020,2/29/2020,0,0,0,0,0,0,4.463040446
Auburn-North,44869.984,3/1/2020,3/7/2020,1,2,0,0,24,1,7.021276596
Auburn-North,44869.984,3/8/2020,3/14/2020,3,2,0,0,103,3,2.912621359
Auburn-North,44869.984,3/15/2020,3/21/2020,14,4,0,0,168,14,8.333333333
Auburn-North,44869.984,3/22/2020,3/28/2020,36,4,1,0,245,36,14.69387755
Auburn-North,44869.984,3/29/2020,4/4/2020,49,9,0,0,262,49,18.70229008
Auburn-North,44869.984,4/5/2020,4/11/2020,31,8,1,0,213,31,14.55399061
Auburn-North,44869.984,4/12/2020,4/18/2020,27,8,4,1,196,27,13.7755102
Auburn-North,44869.984,4/19/2020,4/25/2020,25,8,1,0,279,25,8.960573477
Auburn-North,44869.984,4/26/2020,5/2/2020,24,0,1,0,291,24,8.24742268
Auburn-North,44869.984,5/3/2020,5/9/2020,23,3,0,0,266,23,8.646616541
Auburn-North,44869.984,5/10/2020,5/16/2020,19,5,0,0,282,19,6.737588652
Auburn-North,44869.984,5/17/2020,5/23/2020,21,1,1,0,297,21,7.070707071
Auburn-North,44869.984,5/24/2020,5/30/2020,4,3,0,0,245,4,1.632653061
Auburn-North,44869.984,5/31/2020,6/6/2020,8,2,0,1,275,8,2.909090909
Auburn-North,44869.984,6/7/2020,6/13/2020,18,0,0,0,428,18,4.205607477
Auburn-North,44869.984,6/14/2020,6/20/2020,12,2,0,1,417,12,2.877697842
Auburn-North,44869.984,6/21/2020,6/27/2020,25,2,0,0,677,25,3.692762186
Auburn-North,44869.984,6/28/2020,7/4/2020,33,1,1,0,470,33,7.021276596
Auburn-North,44869.984,7/5/2020,7/11/2020,44,2,1,0,544,44,8.088235294
Auburn-North,44869.984,7/12/2020,7/18/2020,50,1,0,0,664,49,7.379518072
Auburn-North,44869.984,7/19/2020,7/25/2020,48,5,1,0,665,47,7.067669173
Auburn-North,44869.984,7/26/2020,8/1/2020,48,6,1,1,654,48,7.339449541
Auburn-North,44869.984,8/2/2020,8/8/2020,38,3,1,0,833,35,4.201680672
Auburn-North,44869.984,8/9/2020,8/15/2020,47,2,1,0,950,47,4.947368421
Auburn-North,44869.984,8/16/2020,8/22/2020,38,3,0,0,867,38,4.382929642
Auburn-North,44869.984,8/23/2020,8/29/2020,32,2,0,1,717,32,4.463040446
Auburn-North,44869.984,8/30/2020,9/5/2020,28,2,0,1,715,28,3.916083916
Auburn-North,44869.984,9/6/2020,9/12/2020,27,3,0,1,541,27,4.990757856
Auburn-North,44869.984,9/13/2020,9/19/2020,15,2,0,0,571,15,2.626970228
Auburn-North,44869.984,9/20/2020,9/26/2020,30,1,0,0,676,30,4.437869822
Auburn-North,44869.984,9/27/2020,10/3/2020,43,1,1,0,786,43,5.470737913
Auburn-North,44869.984,10/4/2020,10/10/2020,66,6,1,0,1036,63,6.081081081
Auburn-North,44869.984,10/11/2020,10/17/2020,38,1,2,1,895,38,4.245810056
Auburn-North,44869.984,10/18/2020,10/24/2020,55,1,2,0,998,55,5.511022044
Auburn-North,44869.984,10/25/2020,10/31/2020,43,3,1,0,1154,43,3.726169844
Auburn-North,44869.984,11/1/2020,11/7/2020,114,2,0,2,1235,114,9.230769231
Auburn-North,44869.984,11/8/2020,11/14/2020,151,12,1,0,1505,151,10.03322259
Auburn-North,44869.984,11/15/2020,11/21/2020,196,15,0,0,1883,196,10.40892193
Auburn-North,44869.984,11/22/2020,11/28/2020,165,4,0,1,1378,165,11.97387518
Auburn-North,44869.984,11/29/2020,12/5/2020,161,10,2,1,1484,160,10.78167116
Auburn-North,44869.984,12/6/2020,12/12/2020,224,10,3,3,1566,224,14.30395913
Auburn-North,44869.984,12/13/2020,12/19/2020,161,12,7,2,1746,161,9.221076747
Auburn-North,44869.984,12/20/2020,12/26/2020,109,9,6,3,1204,106,8.803986711
Auburn-North,44869.984,12/27/2020,1/2/2021,144,5,4,2,1433,135,9.420795534
Auburn-North,44869.984,1/3/2021,1/9/2021,136,11,2,2,1305,131,10.03831418
Auburn-North,44869.984,1/10/2021,1/16/2021,110,8,2,2,1288,109,8.462732919
Auburn-North,44869.984,1/17/2021,1/23/2021,92,4,0,1,1265,86,6.798418972
Auburn-North,44869.984,1/24/2021,1/30/2021,50,6,3,1,1127,48,4.259094942
Auburn-North,44869.984,1/31/2021,2/6/2021,62,7,1,1,1017,54,5.309734513
Auburn-North,44869.984,2/7/2021,2/13/2021,34,3,2,0,923,31,3.358613218
Auburn-North,44869.984,2/14/2021,2/20/2021,35,1,1,0,916,27,2.947598253
Auburn-North,44869.984,2/21/2021,2/27/2021,44,5,0,0,892,41,4.596412556
Auburn-North,44869.984,2/28/2021,3/6/2021,56,3,3,0,934,49,5.246252677
Auburn-North,44869.984,3/7/2021,3/13/2021,63,2,0,1,888,56,6.306306306
Auburn-North,44869.984,3/14/2021,3/20/2021,62,6,0,0,957,53,5.538140021
Auburn-North,44869.984,3/21/2021,3/27/2021,99,5,2,1,1092,86,7.875457875
Auburn-North,44869.984,3/28/2021,4/3/2021,70,5,0,3,1019,61,5.98626104
Auburn-North,44869.984,4/4/2021,4/10/2021,67,3,1,1,941,48,5.100956429
Auburn-North,44869.984,4/11/2021,4/17/2021,108,8,0,0,1185,93,7.848101266
Auburn-North,44869.984,4/18/2021,4/24/2021,100,8,1,1,1085,88,8.110599078
Auburn-North,44869.984,4/25/2021,5/1/2021,122,8,0,3,1127,116,10.29281278
Auburn-North,44869.984,5/2/2021,5/8/2021,116,6,0,0,1045,106,10.14354067
Auburn-North,44869.984,5/9/2021,5/15/2021,71,8,0,1,882,66,7.482993197
Auburn-North,44869.984,5/16/2021,5/22/2021,38,2,1,0,683,36,5.270863836
Auburn-North,44869.984,5/23/2021,5/29/2021,32,4,0,0,721,29,4.022191401
Auburn-North,44869.984,5/30/2021,6/5/2021,32,4,0,0,614,27,4.397394137
Auburn-North,44869.984,6/6/2021,6/12/2021,20,2,1,0,652,19,2.914110429
Auburn-North,44869.984,6/13/2021,6/19/2021,11,1,1,0,686,8,1.166180758
Auburn-North,44869.984,6/20/2021,6/26/2021,21,0,0,0,687,11,1.601164483
Auburn-North,44869.984,6/27/2021,7/3/2021,17,0,0,0,579,11,1.899827288
Auburn-North,44869.984,7/4/2021,7/10/2021,24,3,0,1,598,20,3.344481605
Auburn-North,44869.984,7/11/2021,7/17/2021,40,5,0,0,435,32,7.356321839
Auburn-North,44869.984,7/18/2021,7/24/2021,45,1,0,0,876,42,4.794520548
Auburn-North,44869.984,7/25/2021,7/31/2021,85,7,0,0,981,77,7.849133537
Auburn-North,44869.984,8/1/2021,8/7/2021,104,2,0,3,1148,92,8.013937282
Auburn-North,44869.984,8/8/2021,8/14/2021,140,6,2,1,1344,110,8.18452381
Auburn-North,44869.984,8/15/2021,8/21/2021,140,7,2,1,1418,123,8.674188999
Auburn-North,44869.984,8/22/2021,8/28/2021,129,10,1,1,1530,115,7.516339869
Auburn-North,44869.984,8/29/2021,9/4/2021,176,6,1,2,1695,166,9.793510324
Auburn-North,44869.984,9/5/2021,9/11/2021,160,8,0,2,1595,147,9.21630094
Auburn-North,44869.984,9/12/2021,9/18/2021,136,9,1,2,1737,123,7.081174439
Auburn-North,44869.984,9/19/2021,9/25/2021,134,2,6,1,1945,131,6.735218509
Auburn-North,44869.984,9/26/2021,10/2/2021,90,7,1,3,1947,87,4.468412943
Auburn-North,44869.984,10/3/2021,10/9/2021,108,4,1,1,1890,101,5.343915344
Auburn-North,44869.984,10/10/2021,10/16/2021,82,3,2,1,1520,77,5.065789474
Auburn-North,44869.984,10/17/2021,10/23/2021,146,6,0,2,1637,132,8.063530849
Auburn-North,44869.984,10/24/2021,10/30/2021,95,5,1,1,1603,89,5.552089832
Auburn-North,44869.984,10/31/2021,11/6/2021,92,2,1,1,1448,87,6.008287293
Auburn-North,44869.984,11/7/2021,11/13/2021,62,6,3,0,1411,52,3.685329554
Auburn-North,44869.984,11/14/2021,11/20/2021,67,2,2,2,1305,61,4.674329502
Auburn-North,44869.984,11/21/2021,11/27/2021,39,3,0,1,1128,35,3.102836879
Auburn-North,44869.984,11/28/2021,12/4/2021,72,3,1,0,1486,63,4.239569314
Auburn-North,44869.984,12/5/2021,12/11/2021,77,2,0,1,1458,72,4.938271605
Auburn-North,44869.984,12/12/2021,12/18/2021,163,0,0,1,1868,156,8.35117773
Auburn-North,44869.984,12/19/2021,12/25/2021,379,5,0,4,2251,367,16.30386495
Auburn-North,44869.984,12/26/2021,1/1/2022,613,7,1,3,1663,580,34.8767288
Auburn-North,44869.984,1/2/2022,1/8/2022,1350,12,2,9,3023,1254,41.48197155
Auburn-North,44869.984,1/9/2022,1/15/2022,1177,22,5,9,3027,1101,36.37264618
Auburn-North,44869.984,1/16/2022,1/22/2022,756,18,2,12,2265,690,30.46357616
Auburn-North,44869.984,1/23/2022,1/29/2022,437,14,2,6,1608,394,24.50248756
Auburn-North,44869.984,1/30/2022,2/5/2022,232,10,2,6,1246,215,17.25521669
Auburn-North,44869.984,2/6/2022,2/12/2022,133,5,2,3,922,118,12.79826464
Auburn-North,44869.984,2/13/2022,2/19/2022,70,2,2,2,722,65,9.002770083
Auburn-North,44869.984,2/20/2022,2/26/2022,34,7,1,0,620,31,5
Auburn-North,44869.984,2/27/2022,3/5/2022,28,4,2,1,617,28,4.53808752
Auburn-North,44869.984,3/6/2022,3/12/2022,15,2,1,1,569,15,2.636203866
Auburn-North,44869.984,3/13/2022,3/19/2022,19,1,1,1,581,18,3.098106713
Auburn-North,44869.984,3/20/2022,3/26/2022,13,0,0,1,662,12,1.812688822
Auburn-North,44869.984,3/27/2022,4/2/2022,20,0,0,0,580,20,3.448275862
Auburn-North,44869.984,4/3/2022,4/9/2022,27,0,0,0,552,26,4.710144928
Auburn-North,44869.984,4/10/2022,4/16/2022,58,4,1,3,660,54,8.181818182
Auburn-North,44869.984,4/17/2022,4/23/2022,59,2,0,2,668,58,8.682634731
Auburn-North,44869.984,4/24/2022,4/30/2022,68,1,0,2,697,60,8.608321377
Auburn-North,44869.984,5/1/2022,5/7/2022,106,4,0,1,778,97,12.46786632
Auburn-North,44869.984,5/8/2022,5/14/2022,115,2,1,4,839,109,12.99165673
Auburn-North,44869.984,5/15/2022,5/21/2022,145,6,0,0,849,131,15.42991755
Auburn-North,44869.984,5/22/2022,5/28/2022,130,1,1,2,733,110,15.00682128
Auburn-North,44869.984,5/29/2022,6/4/2022,158,2,0,3,656,127,19.3597561
Auburn-North,44869.984,6/5/2022,6/11/2022,155,8,0,1,738,138,18.69918699
Auburn-North,44869.984,6/12/2022,6/18/2022,115,4,0,2,662,106,16.01208459
Auburn-North,44869.984,6/19/2022,6/25/2022,128,4,1,2,662,120,18.12688822
Auburn-North,44869.984,6/26/2022,7/2/2022,159,6,2,6,645,152,23.56589147
Auburn-North,44869.984,7/3/2022,7/9/2022,134,8,0,4,592,132,22.2972973
Auburn-North,44869.984,7/10/2022,7/16/2022,128,9,0,6,585,126,21.53846154
Auburn-North,44869.984,7/17/2022,7/23/2022,145,6,0,6,583,138,23.67066895
Auburn-North,44869.984,7/24/2022,7/30/2022,105,3,1,3,605,100,16.52892562
Auburn-North,44869.984,7/31/2022,8/6/2022,66,4,2,0,601,61,10.14975042
Auburn-North,44869.984,8/7/2022,8/13/2022,81,5,1,0,520,75,14.42307692
Auburn-North,44869.984,8/14/2022,8/20/2022,67,3,1,1,522,67,12.83524904
Auburn-North,44869.984,8/21/2022,8/27/2022,50,2,1,2,433,49,11.31639723
Auburn-North,44869.984,8/28/2022,9/3/2022,49,4,2,4,426,48,11.26760563
Auburn-North,44869.984,9/4/2022,9/10/2022,41,2,1,1,351,41,11.68091168
Auburn-North,44869.984,9/11/2022,9/17/2022,60,3,1,2,472,59,12.5
Auburn-North,44869.984,9/18/2022,9/24/2022,60,3,2,4,492,57,11.58536585
Auburn-North,44869.984,9/25/2022,10/1/2022,59,0,3,2,512,59,11.5234375
Auburn-North,44869.984,10/2/2022,10/8/2022,43,0,0,0,427,43,10.07025761
Auburn-North,44869.984,10/9/2022,10/15/2022,38,3,0,3,454,37,8.149779736
Auburn-North,44869.984,10/16/2022,10/22/2022,23,0,0,1,418,23,5.502392344
Auburn-North,44869.984,10/23/2022,10/29/2022,20,0,1,1,508,19,3.74015748
Auburn-North,44869.984,10/30/2022,11/5/2022,24,7,0,4,483,24,4.968944099
Auburn-North,44869.984,11/6/2022,11/12/2022,29,1,1,2,509,28,5.500982318
Auburn-North,44869.984,11/13/2022,11/19/2022,42,4,1,4,565,41,7.256637168
Auburn-North,44869.984,11/20/2022,11/26/2022,45,2,0,3,444,41,9.234234234
Auburn-North,44869.984,11/27/2022,12/3/2022,64,4,0,4,575,63,10.95652174
Auburn-North,44869.984,12/4/2022,12/10/2022,50,6,2,2,531,48,9.039548023
Auburn-North,44869.984,12/11/2022,12/17/2022,45,4,0,1,472,45,9.533898305
Auburn-North,44869.984,12/18/2022,12/24/2022,36,2,1,2,353,34,9.631728045
Auburn-North,44869.984,12/25/2022,12/31/2022,44,3,3,5,342,44,12.86549708
Auburn-North,44869.984,1/1/2023,1/7/2023,46,7,0,2,363,45,12.39669421
Auburn-North,44869.984,1/8/2023,1/14/2023,37,4,0,3,329,36,10.94224924
Auburn-North,44869.984,1/15/2023,1/21/2023,36,1,0,3,331,35,10.57401813
Auburn-North,44869.984,1/22/2023,1/28/2023,43,0,0,0,347,40,11.52737752
Auburn-North,44869.984,1/29/2023,2/4/2023,58,4,0,1,366,59,16.12021858
Auburn-North,44869.984,2/5/2023,2/11/2023,49,1,0,5,299,49,16.38795987
Auburn-North,44869.984,2/12/2023,2/18/2023,22,1,0,0,302,22,7.284768212
Auburn-North,44869.984,2/19/2023,2/25/2023,33,4,0,3,298,32,10.73825503
Auburn-North,44869.984,2/26/2023,3/4/2023,21,1,0,4,287,21,7.317073171
Auburn-North,44869.984,3/5/2023,3/11/2023,23,2,0,1,319,23,7.210031348
Auburn-North,44869.984,3/12/2023,3/18/2023,32,1,0,1,322,31,9.627329193
Auburn-North,44869.984,3/19/2023,3/25/2023,30,3,1,2,288,30,10.41666667
Auburn-North,44869.984,3/26/2023,4/1/2023,28,4,1,2,334,28,8.383233533
Auburn-North,44869.984,4/2/2023,4/8/2023,16,0,1,2,275,16,5.818181818
Auburn-North,44869.984,4/9/2023,4/15/2023,17,4,0,0,235,17,7.234042553
Auburn-North,44869.984,4/16/2023,4/22/2023,16,2,0,0,248,15,6.048387097
Auburn-North,44869.984,4/23/2023,4/29/2023,15,1,0,1,180,15,8.333333333
Auburn-North,44869.984,4/30/2023,5/6/2023,18,3,1,1,8,4,50
Auburn-North,44869.984,5/7/2023,5/13/2023,5,4,0,0,,,
Auburn-North,44869.984,5/14/2023,5/20/2023,6,0,0,0,,,
Auburn-North,44869.984,,,2,10,0,0,,,
Auburn-South,28373.314,12/29/2019,1/4/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,1/5/2020,1/11/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,1/12/2020,1/18/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,1/19/2020,1/25/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,1/26/2020,2/1/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,2/2/2020,2/8/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,2/9/2020,2/15/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,2/16/2020,2/22/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,2/23/2020,2/29/2020,0,0,0,0,0,0,#NUM!
Auburn-South,28373.314,3/1/2020,3/7/2020,0,0,0,0,9,0,0
Auburn-South,28373.314,3/8/2020,3/14/2020,2,1,0,0,48,2,4.166666667
Auburn-South,28373.314,3/15/2020,3/21/2020,7,0,0,0,108,7,6.481481481
Auburn-South,28373.314,3/22/2020,3/28/2020,22,7,1,0,134,22,16.41791045
Auburn-South,28373.314,3/29/2020,4/4/2020,26,7,1,0,165,26,15.75757576
Auburn-South,28373.314,4/5/2020,4/11/2020,25,2,1,0,127,25,19.68503937
Auburn-South,28373.314,4/12/2020,4/18/2020,26,5,0,0,126,26,20.63492063
Auburn-South,28373.314,4/19/2020,4/25/2020,17,4,1,0,158,17,10.75949367
Auburn-South,28373.314,4/26/2020,5/2/2020,28,2,0,1,185,28,15.13513514
Auburn-South,28373.314,5/3/2020,5/9/2020,11,2,1,0,168,11,6.547619048
Auburn-South,28373.314,5/10/2020,5/16/2020,12,2,1,1,316,12,3.797468354
Auburn-South,28373.314,5/17/2020,5/23/2020,6,0,0,0,205,6,2.926829268
Auburn-South,28373.314,5/24/2020,5/30/2020,13,1,1,1,155,13,8.387096774
Auburn-South,28373.314,5/31/2020,6/6/2020,13,3,0,0,201,13,6.467661692
Auburn-South,28373.314,6/7/2020,6/13/2020,10,2,0,0,281,10,3.558718861
Auburn-South,28373.314,6/14/2020,6/20/2020,16,0,0,0,268,16,5.970149254
Auburn-South,28373.314,6/21/2020,6/27/2020,16,3,0,0,306,16,5.22875817
Auburn-South,28373.314,6/28/2020,7/4/2020,32,3,0,0,343,32,9.329446064
Auburn-South,28373.314,7/5/2020,7/11/2020,27,2,1,0,365,27,7.397260274
Auburn-South,28373.314,7/12/2020,7/18/2020,47,1,0,0,417,47,11.27098321
Auburn-South,28373.314,7/19/2020,7/25/2020,35,1,0,0,439,34,7.744874715
Auburn-South,28373.314,7/26/2020,8/1/2020,28,2,0,0,396,28,7.070707071
Auburn-South,28373.314,8/2/2020,8/8/2020,31,0,0,0,457,30,6.564551422
Auburn-South,28373.314,8/9/2020,8/15/2020,28,2,1,0,492,28,5.691056911
Auburn-South,28373.314,8/16/2020,8/22/2020,24,3,0,0,473,24,5.073995772
Auburn-South,28373.314,8/23/2020,8/29/2020,22,0,0,0,350,22,6.285714286
Auburn-South,28373.314,8/30/2020,9/5/2020,29,4,0,0,457,29,6.345733042
Auburn-South,28373.314,9/6/2020,9/12/2020,13,1,0,1,366,13,3.551912568
Auburn-South,28373.314,9/13/2020,9/19/2020,23,0,0,0,531,23,4.331450094
Auburn-South,28373.314,9/20/2020,9/26/2020,22,2,0,0,443,22,4.966139955
Auburn-South,28373.314,9/27/2020,10/3/2020,20,0,0,0,563,20,3.552397869
Auburn-South,28373.314,10/4/2020,10/10/2020,22,0,0,1,631,21,3.328050713
Auburn-South,28373.314,10/11/2020,10/17/2020,16,2,0,2,594,13,2.188552189
Auburn-South,28373.314,10/18/2020,10/24/2020,36,4,1,0,704,36,5.113636364
Auburn-South,28373.314,10/25/2020,10/31/2020,34,1,0,0,795,34,4.27672956
Auburn-South,28373.314,11/1/2020,11/7/2020,55,1,0,1,777,55,7.078507079
Auburn-South,28373.314,11/8/2020,11/14/2020,117,5,0,1,1202,116,9.650582363
Auburn-South,28373.314,11/15/2020,11/21/2020,188,6,1,0,1407,186,13.2196162
Auburn-South,28373.314,11/22/2020,11/28/2020,150,11,7,0,1138,150,13.18101933
Auburn-South,28373.314,11/29/2020,12/5/2020,157,7,4,4,1195,157,13.13807531
Auburn-South,28373.314,12/6/2020,12/12/2020,154,7,2,2,1243,154,12.38938053
Auburn-South,28373.314,12/13/2020,12/19/2020,145,11,2,2,1224,144,11.76470588
Auburn-South,28373.314,12/20/2020,12/26/2020,72,8,4,1,862,71,8.236658933
Auburn-South,28373.314,12/27/2020,1/2/2021,97,7,3,1,917,95,10.35986914
Auburn-South,28373.314,1/3/2021,1/9/2021,107,5,4,0,1035,105,10.14492754
Auburn-South,28373.314,1/10/2021,1/16/2021,59,3,1,2,860,57,6.627906977
Auburn-South,28373.314,1/17/2021,1/23/2021,47,1,0,1,771,45,5.836575875
Auburn-South,28373.314,1/24/2021,1/30/2021,44,4,0,1,752,43,5.718085106
Auburn-South,28373.314,1/31/2021,2/6/2021,44,1,1,1,845,41,4.852071006
Auburn-South,28373.314,2/7/2021,2/13/2021,24,1,1,0,583,24,4.116638079
Auburn-South,28373.314,2/14/2021,2/20/2021,22,1,0,2,556,22,3.956834532
Auburn-South,28373.314,2/21/2021,2/27/2021,26,4,0,0,654,25,3.822629969
Auburn-South,28373.314,2/28/2021,3/6/2021,22,2,0,0,611,19,3.109656301
Auburn-South,28373.314,3/7/2021,3/13/2021,37,3,0,1,667,31,4.647676162
Auburn-South,28373.314,3/14/2021,3/20/2021,54,5,0,0,841,52,6.183115339
Auburn-South,28373.314,3/21/2021,3/27/2021,49,4,2,1,939,44,4.685835996
Auburn-South,28373.314,3/28/2021,4/3/2021,53,8,0,0,762,49,6.430446194
Auburn-South,28373.314,4/4/2021,4/10/2021,48,3,2,0,750,44,5.866666667
Auburn-South,28373.314,4/11/2021,4/17/2021,59,3,0,0,729,51,6.995884774
Auburn-South,28373.314,4/18/2021,4/24/2021,82,9,0,0,808,78,9.653465347
Auburn-South,28373.314,4/25/2021,5/1/2021,82,7,0,0,852,74,8.685446009
Auburn-South,28373.314,5/2/2021,5/8/2021,60,2,1,0,741,57,7.692307692
Auburn-South,28373.314,5/9/2021,5/15/2021,63,2,2,0,759,61,8.036890646
Auburn-South,28373.314,5/16/2021,5/22/2021,23,2,1,1,483,22,4.554865424
Auburn-South,28373.314,5/23/2021,5/29/2021,30,6,1,1,522,30,5.747126437
Auburn-South,28373.314,5/30/2021,6/5/2021,14,0,0,0,405,13,3.209876543
Auburn-South,28373.314,6/6/2021,6/12/2021,5,1,0,0,429,3,0.699300699
Auburn-South,28373.314,6/13/2021,6/19/2021,15,1,1,1,553,11,1.98915009
Auburn-South,28373.314,6/20/2021,6/26/2021,7,3,2,0,468,7,1.495726496
Auburn-South,28373.314,6/27/2021,7/3/2021,7,2,0,1,407,3,0.737100737
Auburn-South,28373.314,7/4/2021,7/10/2021,14,2,1,0,416,12,2.884615385
Auburn-South,28373.314,7/11/2021,7/17/2021,12,3,0,0,268,12,4.47761194
Auburn-South,28373.314,7/18/2021,7/24/2021,24,3,0,1,522,22,4.214559387
Auburn-South,28373.314,7/25/2021,7/31/2021,58,2,0,1,635,56,8.818897638
Auburn-South,28373.314,8/1/2021,8/7/2021,83,7,0,1,798,77,9.649122807
Auburn-South,28373.314,8/8/2021,8/14/2021,88,9,1,0,860,80,9.302325581
Auburn-South,28373.314,8/15/2021,8/21/2021,131,3,2,2,1112,125,11.24100719
Auburn-South,28373.314,8/22/2021,8/28/2021,119,12,0,1,1107,111,10.02710027
Auburn-South,28373.314,8/29/2021,9/4/2021,81,6,3,1,956,76,7.949790795
Auburn-South,28373.314,9/5/2021,9/11/2021,126,7,0,2,1121,124,11.06155219
Auburn-South,28373.314,9/12/2021,9/18/2021,87,4,0,0,1236,77,6.229773463
Auburn-South,28373.314,9/19/2021,9/25/2021,94,5,1,3,1250,91,7.28
Auburn-South,28373.314,9/26/2021,10/2/2021,88,3,2,2,1134,82,7.231040564
Auburn-South,28373.314,10/3/2021,10/9/2021,86,6,1,0,1246,84,6.741573034
Auburn-South,28373.314,10/10/2021,10/16/2021,74,5,2,0,1070,69,6.448598131
Auburn-South,28373.314,10/17/2021,10/23/2021,69,2,0,0,1096,65,5.930656934
Auburn-South,28373.314,10/24/2021,10/30/2021,48,3,2,1,1187,46,3.875315922
Auburn-South,28373.314,10/31/2021,11/6/2021,44,2,1,0,993,43,4.330312185
Auburn-South,28373.314,11/7/2021,11/13/2021,54,10,1,2,957,50,5.224660397
Auburn-South,28373.314,11/14/2021,11/20/2021,36,3,2,0,816,36,4.411764706
Auburn-South,28373.314,11/21/2021,11/27/2021,27,3,3,2,738,26,3.52303523
Auburn-South,28373.314,11/28/2021,12/4/2021,40,2,1,0,1092,39,3.571428571
Auburn-South,28373.314,12/5/2021,12/11/2021,35,3,0,0,1022,32,3.13111546
Auburn-South,28373.314,12/12/2021,12/18/2021,121,2,0,1,1189,116,9.756097561
Auburn-South,28373.314,12/19/2021,12/25/2021,254,5,2,2,1432,247,17.24860335
Auburn-South,28373.314,12/26/2021,1/1/2022,356,6,1,7,995,341,34.27135678
Auburn-South,28373.314,1/2/2022,1/8/2022,882,14,3,4,1932,821,42.49482402
Auburn-South,28373.314,1/9/2022,1/15/2022,705,19,2,6,1799,664,36.90939411
Auburn-South,28373.314,1/16/2022,1/22/2022,476,16,1,1,1317,433,32.87775247
Auburn-South,28373.314,1/23/2022,1/29/2022,313,15,2,4,1055,298,28.2464455
Auburn-South,28373.314,1/30/2022,2/5/2022,163,3,5,2,779,136,17.45827985
Auburn-South,28373.314,2/6/2022,2/12/2022,103,3,0,2,623,89,14.28571429
Auburn-South,28373.314,2/13/2022,2/19/2022,31,3,1,1,428,29,6.775700935
Auburn-South,28373.314,2/20/2022,2/26/2022,15,3,2,1,442,14,3.167420814
Auburn-South,28373.314,2/27/2022,3/5/2022,18,3,3,1,432,17,3.935185185
Auburn-South,28373.314,3/6/2022,3/12/2022,20,3,1,1,354,17,4.802259887
Auburn-South,28373.314,3/13/2022,3/19/2022,11,3,0,1,412,11,2.669902913
Auburn-South,28373.314,3/20/2022,3/26/2022,24,1,3,1,401,24,5.985037406
Auburn-South,28373.314,3/27/2022,4/2/2022,24,1,0,2,317,21,6.624605678
Auburn-South,28373.314,4/3/2022,4/9/2022,17,0,1,1,317,17,5.362776025
Auburn-South,28373.314,4/10/2022,4/16/2022,32,1,0,0,365,24,6.575342466
Auburn-South,28373.314,4/17/2022,4/23/2022,46,1,1,2,441,43,9.750566893
Auburn-South,28373.314,4/24/2022,4/30/2022,46,3,2,2,433,41,9.468822171
Auburn-South,28373.314,5/1/2022,5/7/2022,40,1,0,1,486,35,7.201646091
Auburn-South,28373.314,5/8/2022,5/14/2022,76,1,0,1,502,72,14.34262948
Auburn-South,28373.314,5/15/2022,5/21/2022,88,3,1,0,485,80,16.49484536
Auburn-South,28373.314,5/22/2022,5/28/2022,96,2,1,1,480,83,17.29166667
Auburn-South,28373.314,5/29/2022,6/4/2022,74,1,0,0,461,69,14.96746204
Auburn-South,28373.314,6/5/2022,6/11/2022,78,3,0,1,456,73,16.00877193
Auburn-South,28373.314,6/12/2022,6/18/2022,101,4,0,3,507,96,18.93491124
Auburn-South,28373.314,6/19/2022,6/25/2022,78,6,1,3,388,75,19.32989691
Auburn-South,28373.314,6/26/2022,7/2/2022,88,3,1,3,397,84,21.15869018
Auburn-South,28373.314,7/3/2022,7/9/2022,74,4,1,2,346,68,19.65317919
Auburn-South,28373.314,7/10/2022,7/16/2022,90,6,0,3,406,87,21.42857143
Auburn-South,28373.314,7/17/2022,7/23/2022,69,3,3,1,377,68,18.03713528
Auburn-South,28373.314,7/24/2022,7/30/2022,60,2,0,2,337,59,17.5074184
Auburn-South,28373.314,7/31/2022,8/6/2022,50,3,2,2,353,48,13.59773371
Auburn-South,28373.314,8/7/2022,8/13/2022,53,3,1,0,304,51,16.77631579
