geo_id,population,week_start,week_end,case_count,hosp_count,death_count,total_hosp_incidental,pcr_test_count,pcr_test_pos_count,pcr_test_pos_percent
Capitol Hill/E.lake,59147.182,1/23/2022,1/29/2022,305,2,0,2,2737,291,10.63207892
Capitol Hill/E.lake,59147.182,1/30/2022,2/5/2022,203,1,0,4,2360,196,8.305084746
Capitol Hill/E.lake,59147.182,2/6/2022,2/12/2022,120,0,0,0,1861,115,6.179473401
Capitol Hill/E.lake,59147.182,2/13/2022,2/19/2022,97,1,0,2,1837,91,4.953728906
Capitol Hill/E.lake,59147.182,2/20/2022,2/26/2022,59,0,0,1,1319,57,4.321455648
Capitol Hill/E.lake,59147.182,2/27/2022,3/5/2022,54,0,1,0,1471,50,3.399048266
Capitol Hill/E.lake,59147.182,3/6/2022,3/12/2022,45,0,1,0,1290,44,3.410852713
Capitol Hill/E.lake,59147.182,3/13/2022,3/19/2022,63,0,0,1,1216,62,5.098684211
Capitol Hill/E.lake,59147.182,3/20/2022,3/26/2022,90,0,0,1,1215,86,7.0781893
Capitol Hill/E.lake,59147.182,3/27/2022,4/2/2022,139,0,0,0,1285,137,10.6614786
Capitol Hill/E.lake,59147.182,4/3/2022,4/9/2022,187,0,0,0,1676,182,10.85918854
Capitol Hill/E.lake,59147.182,4/10/2022,4/16/2022,239,1,0,2,1609,231,14.35674332
Capitol Hill/E.lake,59147.182,4/17/2022,4/23/2022,223,2,0,0,1613,215,13.32920025
Capitol Hill/E.lake,59147.182,4/24/2022,4/30/2022,214,1,0,0,1573,204,12.96884933
Capitol Hill/E.lake,59147.182,5/1/2022,5/7/2022,281,1,1,3,1902,270,14.1955836
Capitol Hill/E.lake,59147.182,5/8/2022,5/14/2022,238,1,0,1,1841,236,12.81912004
Capitol Hill/E.lake,59147.182,5/15/2022,5/21/2022,272,2,0,0,1946,265,13.61767729
Capitol Hill/E.lake,59147.182,5/22/2022,5/28/2022,263,0,0,0,1860,257,13.8172043
Capitol Hill/E.lake,59147.182,5/29/2022,6/4/2022,243,1,0,1,1522,237,15.57161629
Capitol Hill/E.lake,59147.182,6/5/2022,6/11/2022,217,4,1,2,1494,204,13.65461847
Capitol Hill/E.lake,59147.182,6/12/2022,6/18/2022,193,0,0,4,1433,189,13.18911375
Capitol Hill/E.lake,59147.182,6/19/2022,6/25/2022,219,3,0,0,1258,212,16.85214626
Capitol Hill/E.lake,59147.182,6/26/2022,7/2/2022,219,3,0,1,1294,216,16.69242658
Capitol Hill/E.lake,59147.182,7/3/2022,7/9/2022,170,0,0,2,1100,165,15
Capitol Hill/E.lake,59147.182,7/10/2022,7/16/2022,155,3,1,3,1085,152,14.00921659
Capitol Hill/E.lake,59147.182,7/17/2022,7/23/2022,144,1,0,1,991,143,14.42986882
Capitol Hill/E.lake,59147.182,7/24/2022,7/30/2022,114,0,0,0,929,110,11.84068891
Capitol Hill/E.lake,59147.182,7/31/2022,8/6/2022,119,2,0,3,830,117,14.09638554
Capitol Hill/E.lake,59147.182,8/7/2022,8/13/2022,80,0,0,0,744,78,10.48387097
Capitol Hill/E.lake,59147.182,8/14/2022,8/20/2022,53,2,0,0,676,51,7.544378698
Capitol Hill/E.lake,59147.182,8/21/2022,8/27/2022,61,0,0,1,691,61,8.827785818
Capitol Hill/E.lake,59147.182,8/28/2022,9/3/2022,54,1,0,0,584,51,8.732876712
Capitol Hill/E.lake,59147.182,9/4/2022,9/10/2022,48,0,0,1,584,47,8.047945205
Capitol Hill/E.lake,59147.182,9/11/2022,9/17/2022,57,2,0,0,607,54,8.896210873
Capitol Hill/E.lake,59147.182,9/18/2022,9/24/2022,65,1,0,1,716,63,8.798882682
Capitol Hill/E.lake,59147.182,9/25/2022,10/1/2022,58,1,0,1,661,56,8.472012103
Capitol Hill/E.lake,59147.182,10/2/2022,10/8/2022,48,1,1,1,593,48,8.094435076
Capitol Hill/E.lake,59147.182,10/9/2022,10/15/2022,49,0,0,2,585,49,8.376068376
Capitol Hill/E.lake,59147.182,10/16/2022,10/22/2022,21,0,0,0,475,20,4.210526316
Capitol Hill/E.lake,59147.182,10/23/2022,10/29/2022,35,1,0,0,534,32,5.992509363
Capitol Hill/E.lake,59147.182,10/30/2022,11/5/2022,37,1,0,1,472,35,7.415254237
Capitol Hill/E.lake,59147.182,11/6/2022,11/12/2022,37,1,0,0,444,35,7.882882883
Capitol Hill/E.lake,59147.182,11/13/2022,11/19/2022,45,2,0,0,446,44,9.865470852
Capitol Hill/E.lake,59147.182,11/20/2022,11/26/2022,54,0,0,1,414,53,12.80193237
Capitol Hill/E.lake,59147.182,11/27/2022,12/3/2022,38,2,0,0,467,36,7.708779443
Capitol Hill/E.lake,59147.182,12/4/2022,12/10/2022,32,2,0,0,478,30,6.276150628
Capitol Hill/E.lake,59147.182,12/11/2022,12/17/2022,33,1,0,0,512,33,6.4453125
Capitol Hill/E.lake,59147.182,12/18/2022,12/24/2022,31,0,1,0,364,31,8.516483516
Capitol Hill/E.lake,59147.182,12/25/2022,12/31/2022,39,1,0,3,394,39,9.898477157
Capitol Hill/E.lake,59147.182,1/1/2023,1/7/2023,42,0,0,0,406,39,9.60591133
Capitol Hill/E.lake,59147.182,1/8/2023,1/14/2023,23,1,0,1,360,23,6.388888889
Capitol Hill/E.lake,59147.182,1/15/2023,1/21/2023,24,0,0,0,333,24,7.207207207
Capitol Hill/E.lake,59147.182,1/22/2023,1/28/2023,24,0,0,1,365,22,6.02739726
Capitol Hill/E.lake,59147.182,1/29/2023,2/4/2023,42,2,0,0,405,41,10.12345679
Capitol Hill/E.lake,59147.182,2/5/2023,2/11/2023,37,3,0,1,357,36,10.08403361
Capitol Hill/E.lake,59147.182,2/12/2023,2/18/2023,28,2,0,1,302,27,8.940397351
Capitol Hill/E.lake,59147.182,2/19/2023,2/25/2023,27,1,0,1,336,26,7.738095238
Capitol Hill/E.lake,59147.182,2/26/2023,3/4/2023,24,0,0,0,337,22,6.528189911
Capitol Hill/E.lake,59147.182,3/5/2023,3/11/2023,19,1,0,1,267,18,6.741573034
Capitol Hill/E.lake,59147.182,3/12/2023,3/18/2023,19,0,0,0,275,19,6.909090909
Capitol Hill/E.lake,59147.182,3/19/2023,3/25/2023,20,2,0,0,273,19,6.95970696
Capitol Hill/E.lake,59147.182,3/26/2023,4/1/2023,20,1,0,0,255,19,7.450980392
Capitol Hill/E.lake,59147.182,4/2/2023,4/8/2023,19,0,0,0,237,18,7.594936709
Capitol Hill/E.lake,59147.182,4/9/2023,4/15/2023,19,2,0,0,194,18,9.278350515
Capitol Hill/E.lake,59147.182,4/16/2023,4/22/2023,22,2,0,0,223,19,8.520179372
Capitol Hill/E.lake,59147.182,4/23/2023,4/29/2023,11,2,1,1,160,11,6.875
Capitol Hill/E.lake,59147.182,4/30/2023,5/6/2023,12,0,0,0,2,2,100
Capitol Hill/E.lake,59147.182,5/7/2023,5/13/2023,4,0,0,0,,,
Capitol Hill/E.lake,59147.182,5/14/2023,5/20/2023,0,0,0,0,,,
Capitol Hill/E.lake,59147.182,,,2,6,0,0,,,
Central Seattle,55924.241,12/29/2019,1/4/2020,0,0,0,0,2,0,0
Central Seattle,55924.241,1/5/2020,1/11/2020,0,0,0,0,0,0,#NUM!
Central Seattle,55924.241,1/12/2020,1/18/2020,0,0,0,0,0,0,#NUM!
Central Seattle,55924.241,1/19/2020,1/25/2020,0,0,0,0,0,0,#NUM!
Central Seattle,55924.241,1/26/2020,2/1/2020,0,0,0,0,1,0,0
Central Seattle,55924.241,2/2/2020,2/8/2020,0,0,0,0,0,0,#NUM!
Central Seattle,55924.241,2/9/2020,2/15/2020,0,0,0,0,95,0,0
Central Seattle,55924.241,2/16/2020,2/22/2020,0,0,0,0,0,0,#NUM!
Central Seattle,55924.241,2/23/2020,2/29/2020,0,0,0,0,4,0,0
Central Seattle,55924.241,3/1/2020,3/7/2020,2,1,0,0,29,2,6.896551724
Central Seattle,55924.241,3/8/2020,3/14/2020,9,1,0,0,171,9,5.263157895
Central Seattle,55924.241,3/15/2020,3/21/2020,26,4,0,0,279,26,9.318996416
Central Seattle,55924.241,3/22/2020,3/28/2020,16,4,1,0,313,16,5.111821086
Central Seattle,55924.241,3/29/2020,4/4/2020,25,5,1,0,369,25,6.775067751
Central Seattle,55924.241,4/5/2020,4/11/2020,28,4,2,0,421,28,6.650831354
Central Seattle,55924.241,4/12/2020,4/18/2020,27,6,1,0,425,27,6.352941176
Central Seattle,55924.241,4/19/2020,4/25/2020,10,2,2,0,463,10,2.159827214
Central Seattle,55924.241,4/26/2020,5/2/2020,16,1,0,0,491,16,3.258655804
Central Seattle,55924.241,5/3/2020,5/9/2020,9,1,1,0,467,9,1.927194861
Central Seattle,55924.241,5/10/2020,5/16/2020,2,0,0,0,475,2,0.421052632
Central Seattle,55924.241,5/17/2020,5/23/2020,3,0,0,0,419,3,0.715990453
Central Seattle,55924.241,5/24/2020,5/30/2020,5,0,0,0,375,5,1.333333333
Central Seattle,55924.241,5/31/2020,6/6/2020,4,1,0,0,499,4,0.801603206
Central Seattle,55924.241,6/7/2020,6/13/2020,15,0,0,0,1307,15,1.147666412
Central Seattle,55924.241,6/14/2020,6/20/2020,8,1,0,0,1423,8,0.562192551
Central Seattle,55924.241,6/21/2020,6/27/2020,20,0,0,0,1435,20,1.393728223
Central Seattle,55924.241,6/28/2020,7/4/2020,21,0,1,1,1599,21,1.313320826
Central Seattle,55924.241,7/5/2020,7/11/2020,28,0,0,2,1655,28,1.6918429
Central Seattle,55924.241,7/12/2020,7/18/2020,23,1,1,1,1818,23,1.265126513
Central Seattle,55924.241,7/19/2020,7/25/2020,20,1,0,1,1706,20,1.172332943
Central Seattle,55924.241,7/26/2020,8/1/2020,21,1,0,0,1857,21,1.13085622
Central Seattle,55924.241,8/2/2020,8/8/2020,22,1,0,0,1819,21,1.154480484
Central Seattle,55924.241,8/9/2020,8/15/2020,19,1,1,1,2074,19,0.916104147
Central Seattle,55924.241,8/16/2020,8/22/2020,5,1,0,1,2009,5,0.24888004
Central Seattle,55924.241,8/23/2020,8/29/2020,9,0,0,0,2223,9,0.4048583
Central Seattle,55924.241,8/30/2020,9/5/2020,14,0,0,0,2338,14,0.598802395
Central Seattle,55924.241,9/6/2020,9/12/2020,17,1,0,0,1790,16,0.893854749
Central Seattle,55924.241,9/13/2020,9/19/2020,9,0,0,0,1851,8,0.432198811
Central Seattle,55924.241,9/20/2020,9/26/2020,20,1,0,0,2121,20,0.942951438
Central Seattle,55924.241,9/27/2020,10/3/2020,13,2,0,0,2571,12,0.466744457
Central Seattle,55924.241,10/4/2020,10/10/2020,24,0,0,0,3009,22,0.731139914
Central Seattle,55924.241,10/11/2020,10/17/2020,11,0,0,0,2691,11,0.408769974
Central Seattle,55924.241,10/18/2020,10/24/2020,10,0,0,0,2846,10,0.351370344
Central Seattle,55924.241,10/25/2020,10/31/2020,45,1,0,0,3301,44,1.332929415
Central Seattle,55924.241,11/1/2020,11/7/2020,72,0,0,0,3541,71,2.00508331
Central Seattle,55924.241,11/8/2020,11/14/2020,70,7,0,0,3771,70,1.856271546
Central Seattle,55924.241,11/15/2020,11/21/2020,109,3,2,1,4974,109,2.191395255
Central Seattle,55924.241,11/22/2020,11/28/2020,101,4,0,1,3405,100,2.936857562
Central Seattle,55924.241,11/29/2020,12/5/2020,94,6,1,1,3185,90,2.825745683
Central Seattle,55924.241,12/6/2020,12/12/2020,71,6,0,0,3265,70,2.143950995
Central Seattle,55924.241,12/13/2020,12/19/2020,69,5,0,0,3918,70,1.78662583
Central Seattle,55924.241,12/20/2020,12/26/2020,43,7,0,2,2896,41,1.415745856
Central Seattle,55924.241,12/27/2020,1/2/2021,78,2,0,1,3533,76,2.151146335
Central Seattle,55924.241,1/3/2021,1/9/2021,88,4,0,0,3960,81,2.045454545
Central Seattle,55924.241,1/10/2021,1/16/2021,56,2,1,1,3458,53,1.532677848
Central Seattle,55924.241,1/17/2021,1/23/2021,58,1,1,1,3388,58,1.711924439
Central Seattle,55924.241,1/24/2021,1/30/2021,23,1,0,0,3466,19,0.548182343
Central Seattle,55924.241,1/31/2021,2/6/2021,26,0,0,1,3587,25,0.696961249
Central Seattle,55924.241,2/7/2021,2/13/2021,21,1,1,2,2984,19,0.636729223
Central Seattle,55924.241,2/14/2021,2/20/2021,20,1,1,1,2853,19,0.66596565
Central Seattle,55924.241,2/21/2021,2/27/2021,27,0,0,1,3682,27,0.733297121
Central Seattle,55924.241,2/28/2021,3/6/2021,17,0,0,0,3079,15,0.487171159
Central Seattle,55924.241,3/7/2021,3/13/2021,17,0,0,0,3148,14,0.444726811
Central Seattle,55924.241,3/14/2021,3/20/2021,28,0,0,0,3108,24,0.772200772
Central Seattle,55924.241,3/21/2021,3/27/2021,26,2,0,0,2304,25,1.085069444
Central Seattle,55924.241,3/28/2021,4/3/2021,34,2,0,0,2945,31,1.052631579
Central Seattle,55924.241,4/4/2021,4/10/2021,60,4,1,1,2931,59,2.012964858
Central Seattle,55924.241,4/11/2021,4/17/2021,42,0,0,0,2685,40,1.489757914
Central Seattle,55924.241,4/18/2021,4/24/2021,47,2,1,0,2844,46,1.617440225
Central Seattle,55924.241,4/25/2021,5/1/2021,39,2,0,1,2522,37,1.467089611
Central Seattle,55924.241,5/2/2021,5/8/2021,25,2,1,1,2438,24,0.984413454
Central Seattle,55924.241,5/9/2021,5/15/2021,18,2,1,0,2031,17,0.837026096
Central Seattle,55924.241,5/16/2021,5/22/2021,10,0,0,0,1587,8,0.504095778
Central Seattle,55924.241,5/23/2021,5/29/2021,17,4,0,1,1522,17,1.11695138
Central Seattle,55924.241,5/30/2021,6/5/2021,13,2,0,0,1172,11,0.938566553
Central Seattle,55924.241,6/6/2021,6/12/2021,17,2,0,0,1108,17,1.534296029
Central Seattle,55924.241,6/13/2021,6/19/2021,6,2,0,0,1091,6,0.54995417
Central Seattle,55924.241,6/20/2021,6/26/2021,6,1,1,0,1047,6,0.573065903
Central Seattle,55924.241,6/27/2021,7/3/2021,12,1,0,1,912,9,0.986842105
Central Seattle,55924.241,7/4/2021,7/10/2021,14,1,1,0,1002,12,1.19760479
Central Seattle,55924.241,7/11/2021,7/17/2021,24,0,1,0,783,19,2.426564496
Central Seattle,55924.241,7/18/2021,7/24/2021,51,0,0,0,1704,41,2.406103286
Central Seattle,55924.241,7/25/2021,7/31/2021,100,3,0,0,2303,93,4.038211029
Central Seattle,55924.241,8/1/2021,8/7/2021,92,4,1,0,2739,82,2.993793355
Central Seattle,55924.241,8/8/2021,8/14/2021,96,1,0,0,2864,85,2.967877095
Central Seattle,55924.241,8/15/2021,8/21/2021,96,5,0,1,2916,85,2.914951989
Central Seattle,55924.241,8/22/2021,8/28/2021,77,0,1,0,2941,71,2.414144849
Central Seattle,55924.241,8/29/2021,9/4/2021,92,5,2,1,3350,80,2.388059701
Central Seattle,55924.241,9/5/2021,9/11/2021,95,2,0,1,2927,87,2.972326614
Central Seattle,55924.241,9/12/2021,9/18/2021,70,2,1,1,3496,64,1.830663616
Central Seattle,55924.241,9/19/2021,9/25/2021,58,1,2,0,3269,54,1.651881309
Central Seattle,55924.241,9/26/2021,10/2/2021,57,0,0,0,3533,55,1.556750637
Central Seattle,55924.241,10/3/2021,10/9/2021,66,2,0,1,3119,66,2.116062841
Central Seattle,55924.241,10/10/2021,10/16/2021,45,0,0,0,3042,42,1.380670611
Central Seattle,55924.241,10/17/2021,10/23/2021,47,1,1,1,2778,45,1.61987041
Central Seattle,55924.241,10/24/2021,10/30/2021,43,0,0,1,2660,40,1.503759398
Central Seattle,55924.241,10/31/2021,11/6/2021,35,1,0,0,2851,33,1.1574886
Central Seattle,55924.241,11/7/2021,11/13/2021,34,1,0,0,2492,33,1.32423756
Central Seattle,55924.241,11/14/2021,11/20/2021,36,1,0,0,2783,35,1.257635645
Central Seattle,55924.241,11/21/2021,11/27/2021,37,0,0,0,2634,36,1.366742597
Central Seattle,55924.241,11/28/2021,12/4/2021,56,1,0,0,2736,52,1.900584795
Central Seattle,55924.241,12/5/2021,12/11/2021,54,0,0,1,2804,54,1.925820257
Central Seattle,55924.241,12/12/2021,12/18/2021,145,0,0,2,3644,142,3.896816685
Central Seattle,55924.241,12/19/2021,12/25/2021,397,1,0,2,5312,385,7.247740964
Central Seattle,55924.241,12/26/2021,1/1/2022,437,8,0,1,2418,408,16.87344913
Central Seattle,55924.241,1/2/2022,1/8/2022,1122,10,1,3,5752,1065,18.51529903
Central Seattle,55924.241,1/9/2022,1/15/2022,802,9,0,7,4549,756,16.61903715
Central Seattle,55924.241,1/16/2022,1/22/2022,573,3,1,7,3845,524,13.62808843
Central Seattle,55924.241,1/23/2022,1/29/2022,347,6,1,3,3056,335,10.96204188
Central Seattle,55924.241,1/30/2022,2/5/2022,188,6,3,3,2361,180,7.623888183
Central Seattle,55924.241,2/6/2022,2/12/2022,112,0,1,1,2056,106,5.155642023
Central Seattle,55924.241,2/13/2022,2/19/2022,72,1,1,1,1944,70,3.600823045
Central Seattle,55924.241,2/20/2022,2/26/2022,55,0,1,2,1387,54,3.893294881
Central Seattle,55924.241,2/27/2022,3/5/2022,53,0,0,0,1504,52,3.457446809
Central Seattle,55924.241,3/6/2022,3/12/2022,40,0,1,1,1254,37,2.950558214
Central Seattle,55924.241,3/13/2022,3/19/2022,54,1,0,0,1231,49,3.980503656
Central Seattle,55924.241,3/20/2022,3/26/2022,88,1,0,0,1206,83,6.88225539
Central Seattle,55924.241,3/27/2022,4/2/2022,103,2,0,1,1389,102,7.343412527
Central Seattle,55924.241,4/3/2022,4/9/2022,162,0,0,0,1570,158,10.06369427
Central Seattle,55924.241,4/10/2022,4/16/2022,205,0,0,0,1629,202,12.40024555
Central Seattle,55924.241,4/17/2022,4/23/2022,184,0,0,2,1622,177,10.91245376
Central Seattle,55924.241,4/24/2022,4/30/2022,226,2,0,0,1765,212,12.01133144
Central Seattle,55924.241,5/1/2022,5/7/2022,205,2,0,2,1750,196,11.2
Central Seattle,55924.241,5/8/2022,5/14/2022,242,4,0,2,1911,234,12.24489796
Central Seattle,55924.241,5/15/2022,5/21/2022,265,2,2,3,1948,256,13.14168378
Central Seattle,55924.241,5/22/2022,5/28/2022,257,3,1,0,1964,245,12.47454175
Central Seattle,55924.241,5/29/2022,6/4/2022,251,2,0,6,1601,235,14.67832605
Central Seattle,55924.241,6/5/2022,6/11/2022,219,1,0,2,1460,208,14.24657534
Central Seattle,55924.241,6/12/2022,6/18/2022,214,4,0,0,1386,204,14.71861472
Central Seattle,55924.241,6/19/2022,6/25/2022,210,3,0,3,1413,202,14.29582449
Central Seattle,55924.241,6/26/2022,7/2/2022,251,0,0,6,1414,240,16.97312588
Central Seattle,55924.241,7/3/2022,7/9/2022,182,3,0,4,1092,181,16.57509158
Central Seattle,55924.241,7/10/2022,7/16/2022,186,2,1,2,1214,177,14.57990115
Central Seattle,55924.241,7/17/2022,7/23/2022,171,4,0,8,1085,161,14.83870968
Central Seattle,55924.241,7/24/2022,7/30/2022,168,2,0,2,1071,162,15.12605042
Central Seattle,55924.241,7/31/2022,8/6/2022,100,2,0,1,912,96,10.52631579
Central Seattle,55924.241,8/7/2022,8/13/2022,87,1,1,2,895,87,9.720670391
Central Seattle,55924.241,8/14/2022,8/20/2022,78,3,0,2,777,77,9.90990991
Central Seattle,55924.241,8/21/2022,8/27/2022,82,2,0,1,793,78,9.836065574
Central Seattle,55924.241,8/28/2022,9/3/2022,68,2,0,3,753,68,9.030544489
Central Seattle,55924.241,9/4/2022,9/10/2022,49,1,1,1,670,48,7.164179104
Central Seattle,55924.241,9/11/2022,9/17/2022,58,0,1,3,692,54,7.803468208
Central Seattle,55924.241,9/18/2022,9/24/2022,85,1,1,2,896,82,9.151785714
Central Seattle,55924.241,9/25/2022,10/1/2022,57,2,0,0,682,55,8.064516129
Central Seattle,55924.241,10/2/2022,10/8/2022,57,2,1,5,696,55,7.902298851
Central Seattle,55924.241,10/9/2022,10/15/2022,37,1,0,0,620,35,5.64516129
Central Seattle,55924.241,10/16/2022,10/22/2022,31,1,0,1,508,29,5.708661417
Central Seattle,55924.241,10/23/2022,10/29/2022,26,0,0,4,571,25,4.378283713
Central Seattle,55924.241,10/30/2022,11/5/2022,28,1,1,0,559,25,4.472271914
Central Seattle,55924.241,11/6/2022,11/12/2022,23,0,0,1,537,22,4.096834264
Central Seattle,55924.241,11/13/2022,11/19/2022,44,2,2,1,625,42,6.72
Central Seattle,55924.241,11/20/2022,11/26/2022,50,1,0,0,646,49,7.585139319
Central Seattle,55924.241,11/27/2022,12/3/2022,49,2,0,2,577,44,7.625649913
Central Seattle,55924.241,12/4/2022,12/10/2022,42,1,0,1,551,39,7.078039927
Central Seattle,55924.241,12/11/2022,12/17/2022,42,2,0,3,547,42,7.678244973
Central Seattle,55924.241,12/18/2022,12/24/2022,36,1,0,2,408,36,8.823529412
Central Seattle,55924.241,12/25/2022,12/31/2022,28,3,0,1,358,27,7.541899441
Central Seattle,55924.241,1/1/2023,1/7/2023,71,7,0,1,526,66,12.54752852
Central Seattle,55924.241,1/8/2023,1/14/2023,40,2,2,1,484,36,7.438016529
Central Seattle,55924.241,1/15/2023,1/21/2023,28,1,0,1,458,26,5.676855895
Central Seattle,55924.241,1/22/2023,1/28/2023,35,1,0,1,398,32,8.040201005
Central Seattle,55924.241,1/29/2023,2/4/2023,31,5,0,0,426,29,6.807511737
Central Seattle,55924.241,2/5/2023,2/11/2023,29,0,0,1,467,26,5.56745182
Central Seattle,55924.241,2/12/2023,2/18/2023,35,1,0,1,427,33,7.728337237
Central Seattle,55924.241,2/19/2023,2/25/2023,36,2,0,1,372,35,9.408602151
Central Seattle,55924.241,2/26/2023,3/4/2023,38,2,0,3,418,36,8.612440191
Central Seattle,55924.241,3/5/2023,3/11/2023,28,2,0,3,372,28,7.52688172
Central Seattle,55924.241,3/12/2023,3/18/2023,26,2,0,1,380,22,5.789473684
Central Seattle,55924.241,3/19/2023,3/25/2023,28,1,0,2,399,27,6.766917293
Central Seattle,55924.241,3/26/2023,4/1/2023,24,2,0,2,382,21,5.497382199
Central Seattle,55924.241,4/2/2023,4/8/2023,24,1,0,1,335,22,6.567164179
Central Seattle,55924.241,4/9/2023,4/15/2023,15,1,0,0,294,13,4.421768707
Central Seattle,55924.241,4/16/2023,4/22/2023,19,2,0,0,279,17,6.093189964
Central Seattle,55924.241,4/23/2023,4/29/2023,16,0,0,0,204,13,6.37254902
Central Seattle,55924.241,4/30/2023,5/6/2023,12,2,0,2,4,3,75
Central Seattle,55924.241,5/7/2023,5/13/2023,5,1,0,0,,,
Central Seattle,55924.241,5/14/2023,5/20/2023,4,0,0,0,,,
Central Seattle,55924.241,,,3,5,0,0,,,
Covington/Maple Valley,62232.449,12/29/2019,1/4/2020,0,0,0,0,7,0,0
Covington/Maple Valley,62232.449,1/5/2020,1/11/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,1/12/2020,1/18/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,1/19/2020,1/25/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,1/26/2020,2/1/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,2/2/2020,2/8/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,2/9/2020,2/15/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,2/16/2020,2/22/2020,0,0,0,0,0,0,#NUM!
Covington/Maple Valley,62232.449,2/23/2020,2/29/2020,0,0,0,0,2,0,0
Covington/Maple Valley,62232.449,3/1/2020,3/7/2020,1,0,0,0,21,1,4.761904762
Covington/Maple Valley,62232.449,3/8/2020,3/14/2020,4,0,0,0,107,4,3.738317757
Covington/Maple Valley,62232.449,3/15/2020,3/21/2020,15,0,0,0,212,15,7.075471698
Covington/Maple Valley,62232.449,3/22/2020,3/28/2020,33,3,1,0,250,33,13.2
Covington/Maple Valley,62232.449,3/29/2020,4/4/2020,39,9,0,0,233,39,16.73819742
Covington/Maple Valley,62232.449,4/5/2020,4/11/2020,16,3,4,0,196,16,8.163265306
Covington/Maple Valley,62232.449,4/12/2020,4/18/2020,11,2,0,0,214,11,5.140186916
Covington/Maple Valley,62232.449,4/19/2020,4/25/2020,7,3,1,0,270,7,2.592592593
Covington/Maple Valley,62232.449,4/26/2020,5/2/2020,5,0,0,0,224,5,2.232142857
Covington/Maple Valley,62232.449,5/3/2020,5/9/2020,9,1,1,0,261,9,3.448275862
Covington/Maple Valley,62232.449,5/10/2020,5/16/2020,7,0,0,1,292,7,2.397260274
Covington/Maple Valley,62232.449,5/17/2020,5/23/2020,4,1,0,0,338,4,1.183431953
Covington/Maple Valley,62232.449,5/24/2020,5/30/2020,4,0,0,0,358,4,1.117318436
Covington/Maple Valley,62232.449,5/31/2020,6/6/2020,3,1,0,0,366,3,0.819672131
Covington/Maple Valley,62232.449,6/7/2020,6/13/2020,5,0,1,0,493,5,1.014198783
Covington/Maple Valley,62232.449,6/14/2020,6/20/2020,10,1,0,0,510,10,1.960784314
Covington/Maple Valley,62232.449,6/21/2020,6/27/2020,14,1,0,1,575,14,2.434782609
Covington/Maple Valley,62232.449,6/28/2020,7/4/2020,26,0,0,0,624,26,4.166666667
Covington/Maple Valley,62232.449,7/5/2020,7/11/2020,33,3,1,0,853,33,3.86869871
Covington/Maple Valley,62232.449,7/12/2020,7/18/2020,31,2,0,0,790,31,3.924050633
Covington/Maple Valley,62232.449,7/19/2020,7/25/2020,25,0,0,0,863,25,2.896871379
Covington/Maple Valley,62232.449,7/26/2020,8/1/2020,15,1,0,1,795,14,1.761006289
Covington/Maple Valley,62232.449,8/2/2020,8/8/2020,30,2,0,0,883,30,3.397508494
Covington/Maple Valley,62232.449,8/9/2020,8/15/2020,19,0,0,0,931,19,2.040816327
Covington/Maple Valley,62232.449,8/16/2020,8/22/2020,12,0,0,0,852,12,1.408450704
Covington/Maple Valley,62232.449,8/23/2020,8/29/2020,21,1,0,0,875,21,2.4
Covington/Maple Valley,62232.449,8/30/2020,9/5/2020,12,2,0,0,824,12,1.45631068
Covington/Maple Valley,62232.449,9/6/2020,9/12/2020,10,0,0,1,737,10,1.356852103
Covington/Maple Valley,62232.449,9/13/2020,9/19/2020,12,0,0,0,835,12,1.437125749
Covington/Maple Valley,62232.449,9/20/2020,9/26/2020,28,0,0,0,909,28,3.080308031
Covington/Maple Valley,62232.449,9/27/2020,10/3/2020,32,2,0,1,1039,31,2.983638114
Covington/Maple Valley,62232.449,10/4/2020,10/10/2020,49,2,0,0,1340,49,3.656716418
Covington/Maple Valley,62232.449,10/11/2020,10/17/2020,29,1,0,0,1146,29,2.530541012
Covington/Maple Valley,62232.449,10/18/2020,10/24/2020,34,1,0,0,1146,34,2.966841187
Covington/Maple Valley,62232.449,10/25/2020,10/31/2020,48,1,0,0,1286,48,3.732503888
Covington/Maple Valley,62232.449,11/1/2020,11/7/2020,69,2,0,0,1552,69,4.445876289
Covington/Maple Valley,62232.449,11/8/2020,11/14/2020,150,4,1,0,1947,150,7.704160247
Covington/Maple Valley,62232.449,11/15/2020,11/21/2020,139,5,0,0,2167,139,6.414397785
Covington/Maple Valley,62232.449,11/22/2020,11/28/2020,122,7,0,1,1561,122,7.815502883
Covington/Maple Valley,62232.449,11/29/2020,12/5/2020,119,4,1,1,1802,117,6.492785794
Covington/Maple Valley,62232.449,12/6/2020,12/12/2020,126,4,0,0,1709,125,7.314218841
Covington/Maple Valley,62232.449,12/13/2020,12/19/2020,111,4,0,2,1971,108,5.479452055
Covington/Maple Valley,62232.449,12/20/2020,12/26/2020,85,5,2,0,1531,82,5.355976486
Covington/Maple Valley,62232.449,12/27/2020,1/2/2021,151,8,2,0,1613,145,8.989460632
